,loss,precision,recall,f1,accuracy,val_loss,val_precision,val_recall,val_f1,val_accuracy
77,0.17846395075321198,0.22348660230636597,0.00010751355875981972,0.0002148040075553581,0.9470091462135315,0.1960999071598053,0.0,0.0,0.0,0.9519599676132202
78,0.18205010890960693,0.21393419802188873,0.0001862760545918718,0.00037180728395469487,0.9464369416236877,0.19282734394073486,0.0,0.0,0.0,0.9519599676132202
79,0.1818537563085556,0.35512280464172363,0.0003775320074055344,0.0007539105135947466,0.9450144171714783,0.1936729997396469,0.0,0.0,0.0,0.9519599676132202
80,0.1787213683128357,0.3047894239425659,0.00023171043721958995,0.0004624221473932266,0.9467991590499878,0.19606360793113708,0.0,0.0,0.0,0.9519599676132202
81,0.17667587101459503,0.30651524662971497,0.0003496865974739194,0.0006979661993682384,0.9467038512229919,0.1967320442199707,0.0,0.0,0.0,0.9519599676132202
82,0.17952311038970947,0.376583069562912,0.00018563783669378608,0.00037083326606079936,0.945656418800354,0.1974361389875412,0.0,0.0,0.0,0.9519599676132202
83,0.1721174567937851,0.3724555969238281,0.00048646944924257696,0.0009705867851153016,0.9481053948402405,0.1976209431886673,0.0,0.0,0.0,0.9519588351249695
84,0.18331757187843323,0.18270054459571838,0.00025771892978809774,0.0005144261522218585,0.9438400864601135,0.1994854360818863,0.0,0.0,0.0,0.9519599676132202
85,0.17427277565002441,0.3761601746082306,0.00024393439525738358,0.0004863281501457095,0.9468224048614502,0.1954541951417923,0.0,0.0,0.0,0.9519599676132202
86,0.17028184235095978,0.34836503863334656,0.0005501987179741263,0.001096901367418468,0.9482386112213135,0.20238547027111053,0.06666667014360428,1.1550011549843475e-05,2.3096014047041535e-05,0.9519473910331726
87,0.17151974141597748,0.46046867966651917,0.000492256716825068,0.0009818767430260777,0.9462279677391052,0.20713552832603455,0.0,0.0,0.0,0.9519302248954773
88,0.17923854291439056,0.4034139811992645,0.000491203973069787,0.0009804152650758624,0.9452353119850159,0.20508432388305664,0.03333333507180214,1.1550011549843475e-05,2.309200499439612e-05,0.9519424438476562
89,0.1692323237657547,0.4349396526813507,0.0005058402894064784,0.0010098047787323594,0.9476468563079834,0.20068316161632538,0.13617314398288727,0.0001241759891854599,0.0002478066016919911,0.9519122838973999
