,loss,precision,recall,f1,accuracy,val_loss,val_precision,val_recall,val_f1,val_accuracy
54,0.07517874985933304,0.6504709720611572,0.5834263563156128,0.6136245131492615,0.9639256596565247,0.14198800921440125,0.4846667945384979,0.3023121953010559,0.36611735820770264,0.9547098278999329
55,0.08134541660547256,0.6540446877479553,0.5941675901412964,0.6215493679046631,0.9604582786560059,0.1412789225578308,0.48137015104293823,0.3027808964252472,0.36721837520599365,0.9544008374214172
56,0.07598988711833954,0.6634297966957092,0.6147071123123169,0.6374373435974121,0.9633223414421082,0.14316272735595703,0.47898122668266296,0.3094762861728668,0.37084874510765076,0.9542964696884155
57,0.07893839478492737,0.6647570133209229,0.618137001991272,0.64006507396698,0.9619252681732178,0.14193497598171234,0.4688839912414551,0.34476569294929504,0.3926556706428528,0.9536136388778687
58,0.07438063621520996,0.6646705269813538,0.6313437223434448,0.6468607783317566,0.9640328288078308,0.1441667526960373,0.4917638897895813,0.3052171468734741,0.372010737657547,0.9551408886909485
59,0.07748135924339294,0.6625709533691406,0.6221351027488708,0.6410717964172363,0.9624712467193604,0.14388805627822876,0.47911739349365234,0.3311314284801483,0.38517943024635315,0.9545066356658936
60,0.07663770020008087,0.6621291637420654,0.6307347416877747,0.6418807506561279,0.9628708958625793,0.14427046477794647,0.46867141127586365,0.34059086441993713,0.39019575715065,0.9534662365913391
61,0.0714341476559639,0.6691462993621826,0.6471970081329346,0.6572380661964417,0.9656578898429871,0.14572827517986298,0.47660380601882935,0.3344770073890686,0.3885526657104492,0.9542014598846436
62,0.07229763269424438,0.676038920879364,0.6504721641540527,0.6622971296310425,0.9650766849517822,0.14581051468849182,0.4684896767139435,0.3540724813938141,0.39885127544403076,0.9535585045814514
63,0.069990374147892,0.6741899251937866,0.665336012840271,0.6674692630767822,0.9664958119392395,0.14685223996639252,0.4558769464492798,0.3786775469779968,0.4105832874774933,0.9521692395210266
64,0.0796726867556572,0.6766940355300903,0.6567972898483276,0.6659836173057556,0.9612252712249756,0.14761531352996826,0.4771080017089844,0.36305925250053406,0.4081249237060547,0.9540197253227234
